Codigo,,,,,,,,,,,,Precio Referencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTROL,
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,VIATICOS,A4.3 / 6 / 6.1,Promover intercambios de experiencias entre miembros de la RECPA,1,"3.212,31","3.212,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.212,31",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,COMBUSTIBLE,A4.3 / 6 / 6.1,Promover intercambios de experiencias entre miembros de la RECPA,1,"2.310,98","2.310,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.310,98",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALQUILER DE VEHICULOS,A4.3 / 6 / 6.1,Promover intercambios de experiencias entre miembros de la RECPA,1,"3.212,31","3.212,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.212,31",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,"PAGO PONTON, PEAJES, ETC.",A4.3 / 6 / 6.1,Promover intercambios de experiencias entre miembros de la RECPA,1,"3.212,31","3.212,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.212,31",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,SUMINISTROS DE OFICINA,A4.3 / 6 / 6.1,Promover intercambios de experiencias entre miembros de la RECPA,1,"2.874,81","2.874,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.874,81",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALIMENTACION/VIVERES,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"55,37","55,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,37",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALQUILER DE SALON,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"28.969,17","28.969,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.969,17",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,PASAJES TERRESTRES NACIONALES,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"13.321,97","13.321,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.321,97",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,HOSPEDAJE NACIONAL,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"26.652,03","26.652,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.652,03",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,VIATICOS,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"25.552,00","25.552,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.552,00",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,COMBUSTIBLE,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"26.470,89","26.470,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.470,89",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,ALQUILER DE VEHICULOS,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"15.881,67","15.881,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.881,67",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,"PAGO PONTON, PEAJES, ETC.",A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"29.284,17","29.284,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.284,17",
1,2,6,2,1262,RAINFOREST,TALLERES_Y_CAPACITACIONES_RF,SUMINISTROS DE OFICINA,A4.3 / 6 / 6.2,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"27.762,67","27.762,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.762,67",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"1.460,64","1.460,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.460,64",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5.386,89","5.386,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.386,89",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5.386,89","5.386,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.386,89",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,ALQUILER VEHÍCULOS,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5.386,89","5.386,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.386,89",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5.386,89","5.386,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.386,89",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,VIÁTICOS,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5.386,89","5.386,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.386,89",
1,2,6,2,1262,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A4.3 / 7 / 7.10,Realizar talleres de interacmbios de experiencias entre áreas protegidas de la RECPA,1,"5.386,89","5.386,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.386,89",
,,,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
1,,,,1,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,REUNIONES,1.1.3,Reuniones para presentacion de resultados.,1,"11.213,36","11.213,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.213,36",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,1.2.1,Talleres de capacitaciones,7,"38.637,17","270.460,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270.460,19",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,1.2.2,Talleres de capacitaciones,3,"59.003,97","177.011,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"177.011,91",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,1.4.1,Talleres de capacitaciones,2,"35.035,18","70.070,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.070,36",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,2.1.1,Talleres de capacitaciones,3,"38.401,65","115.204,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115.204,95",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,TALLERES,2.1.2,Talleres de capacitaciones,2,"9.158,36","18.316,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.316,72",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,SERVICIOS DE MANO DE OBRA,4.2,Mantenimiento de vehiculo,1,"3.641,24","3.641,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.641,24",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,SEMINARIOS,2.1.3,Seminarios para exponer los resultados,2,"43.839,48","87.678,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.678,96",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,SEMINARIOS,2.2.2,Seminarios para exponer los resultados,1,"45.727,70","45.727,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.727,70",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,CUMBRES,2.2.1,Apoyo a 1 cumbre,1,"38.155,79","38.155,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.155,79",
1,2,7,1,1271,AKAM_CCAM,LOCAL_PARTNER_INVESTMENTS,EQUIPOS RIEGO,1.2.3/2.1,Implementacion de 1 sistema de agua y 5 atajados,6,"235.228,44","1.411.370,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.411.370,64",
1,2,10,1,12101,RAINFOREST,SERVICIOS_PROFESIONALES_Y_DE_CONSULTORÍA_RF,CONSULTORES,A2.8 / 2 / 2.3,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,"85.000,00","85.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.000,00",
1,2,10,1,12101,AAF9_PANDO,CONSULTORES_AAF,CONSULTOR 1,,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,"240.000,00","240.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240.000,00",
1,2,10,1,12101,RE_WILD_2,CONSULTORES_REWILD,CONSULTORES,,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,"60.000,00","60.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.000,00",
1,2,10,1,12101,AFD,AFD_N_A,N/A,,Elaboración de 1 documento de mecanismos financieros para 9 áreas protegidas de Pando,1,"164.000,00","164.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN/ VIVERES,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"-487,97","-487,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-487,97",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"4.809,55","4.809,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.809,55",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"3.846,02","3.846,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.846,02",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,CONBUSTIBLE,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"5.312,76","5.312,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.312,76",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,INSUMOS Y EQUIPAMIENTO,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"-588,98","-588,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-588,98",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MANTENIMIENTO DE VEHICULOS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"4.767,18","4.767,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.767,18",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HOSPEDAJE NACIONAL,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"5.113,69","5.113,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.113,69",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,VIATICOS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"2.980,07","2.980,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.980,07",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER VEHICULOS,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"3.498,53","3.498,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.498,53",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,"PAGO PONTOS, PEAJES, ETC.",A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"5319,96","5.319,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.319,96",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,GUIAS LOCALES,A1.2 / 4 / 4.4,"Realizar campañas de campo para relevar información socioeconómica y ambiental para sistemas de monitoreo de áreas protegidas Ingavi, San Pedro, Santos Mercado y Villa Nueva",1,"4.822,56","4.822,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.822,56",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN/ VIVERES,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"25.000,00","25.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"20.196,69","20.196,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.196,69",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"30.000,00","30.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,CONBUSTIBLE,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"22.500,00","22.500,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.500,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,INSUMOS Y EQUIPAMIENTO,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"643,92","643,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"643,92",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MANTENIMIENTO DE VEHICULOS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"20.000,00","20.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HOSPEDAJE NACIONAL,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"28.000,00","28.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,VIATICOS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"25.000,00","25.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER VEHICULOS,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"30.000,00","30.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,"PAGO PONTOS, PEAJES, ETC.",A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"15.000,00","15.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.000,00",
2,1,2,1,2121,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,GUIAS LOCALES,A2.3 / 4 / 4.4,Diseñar e implementar los sistemas de monitoreo integral,1,"24.121,71","24.121,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.121,71",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"21.187,52","21.187,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.187,52",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"7.851,72","7.851,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.851,72",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"22420,84","22.420,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.420,84",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,ALQUILER VEHÍCULOS,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"23983,52","23.983,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.983,52",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,15000,"15.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.000,00",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,VIÁTICOS,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"20134,36","20.134,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.134,36",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A2.3 / 7 / 7.3,Diseñar e implementar los sistemas de monitoreo integral,1,"22.622,99","22.622,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.622,99",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"13.275,11","13.275,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.275,11",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"15.135,79","15.135,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.135,79",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"16.049,94","16.049,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.049,94",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,ALQUILER VEHÍCULOS,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"15.651,85","15.651,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.651,85",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"13.837,75","13.837,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.837,75",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,VIÁTICOS,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"9.694,89","9.694,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.694,89",
2,1,2,1,2121,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A2.3 / 7 / 7.4,Diseñar e implementar los sistemas de monitoreo integral,1,"13.461,98","13.461,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.461,98",
2,1,,,21,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
2,1,,,21,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
2,1,3,1,2131,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,111,Analizar periódicamente la deforestación y quemas utilizando tecnología satelital en tiempo real (MAAP) - imagenes satelitales Planet,2,"113.740,00","227.480,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227.480,00",
2,1,3,1,2131,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,111,Analizar periódicamente la deforestación y quemas utilizando tecnología satelital en tiempo real (MAAP) - servidor,1,"90.992,00","90.992,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.992,00",
2,1,3,1,2131,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,111,Analizar periódicamente la deforestación y quemas utilizando tecnología satelital en tiempo real (MAAP) - licencias,1,"15.073,00","15.073,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.073,00",
2,1,4,1,2141,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"11.113,00","11.113,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.113,00",
2,1,4,1,2141,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"11.363,00","11.363,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.363,00",
2,1,4,1,2141,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte) - cámaras trampa",1,"325.864,00","325.864,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325.864,00",
2,1,4,1,2141,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte) - baterias  cámaras trampa",1,"46.545,00","46.545,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.545,00",
2,1,4,1,2141,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte) - sensores ",1,"46.545,00","46.545,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.545,00",
2,1,4,1,2141,BID_PV,GUIAS,GUIAS LOCALES,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"165.076,00","165.076,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165.076,00",
2,1,4,1,2141,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"41.215,00","41.215,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.215,00",
2,1,4,1,2141,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"4.799,00","4.799,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.799,00",
2,1,4,1,2141,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"22.490,00","22.490,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.490,00",
2,1,4,1,2141,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,112,"Evaluar poblaciones de especies de fauna seleccionadas (ej. jaguar, puma, chanchos de monte).",1,"1.960,00","1.960,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.960,00",
2,2,1,1,2211,BID_PV,GUIAS,GUIAS LOCALES,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"173.544,00","173.544,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173.544,00",
2,2,1,1,2211,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,113,"Implementar modelos de distribución de PFNM utilizando datos geoespaciales, datos de campo y algoritmos de inteligencia artificial.",1,"8.677,00","8.677,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.677,00",
