Codigo,,,,,,,,,,,,Precio Referencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTROL,
3,1,2,1,3121,RAINFOREST,VIAJES_RF,VIÁTICOS,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"1.531,11","1.531,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.531,11",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"2.342,10","2.342,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.342,10",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"2.729,99","2.729,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.729,99",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"2.399,24","2.399,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.399,24",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,ALQUILER VEHÍCULOS,A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"4.583,99","4.583,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.583,99",
3,1,2,1,3121,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A3.4 / 7 / 7.7,Viajes para personal de ACEAA para promover manejo sostenible de recursos naturales,1,"4.292,78","4.292,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.292,78",
3,1,2,1,3121,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE OFICINA,A3.4 / 4  4.5,Promover buenas prácticas de cosecha de frutos y de pesca,1,"0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,1,2,1,3121,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPOS,A3.4 / 4  4.5,Promover buenas prácticas de cosecha de frutos y de pesca,1,"901,85","901,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"901,85",
3,1,2,1,3121,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,SUMINISTROS DE PROYECTO,A3.4 / 4  4.5,Promover buenas prácticas de cosecha de frutos y de pesca,1,"1.184,05","1.184,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.184,05",
3,1,2,1,3121,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,EQUIPO DE PROTECCIÓN PERSONAL,A3.4 / 4  4.5,Promover buenas prácticas de cosecha de frutos y de pesca,1,"1.184,05","1.184,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.184,05",
3,1,2,1,3121,RAINFOREST,EQUIPOS_Y_SUMINISTROS_RF,HERRAMIENTAS VARIAS,A3.4 / 4  4.5,Promover buenas prácticas de cosecha de frutos y de pesca,1,"1.184,05","1.184,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.184,05",
3,,,,3,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,2,1,2,3212,BID_PV,TALLERES_BID_PV,TALLERES,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"27.768,00","27.768,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.768,00",
3,2,1,2,3212,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"22.995,00","22.995,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.995,00",
3,2,1,2,3212,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES TERRESTRES NACIONALES,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"6.454,00","6.454,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.454,00",
3,2,1,2,3212,SUECIA_PV,VIAJES_SUECIA_PV,COMBUSTIBLE,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"1.612,00","1.612,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.612,00",
3,2,1,2,3212,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"13.027,00","13.027,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.027,00",
3,2,1,2,3212,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"41.912,00","41.912,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.912,00",
3,2,1,2,3212,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"24.354,00","24.354,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.354,00",
3,2,1,2,3212,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,122,Fortalecer capacidades organizativas y de gestión de la FEDAFAP y FACOAP ,1,"29.018,00","29.018,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.018,00",
3,2,2,1,3221,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,221,"Adecuar las plantas procesadoras, complementando los equipos para la transformación de otros frutos amazónicos.",1,"7.437,00","7.437,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.437,00",
3,2,2,1,3221,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,221,"Adecuar las plantas procesadoras, complementando los equipos para la transformación de otros frutos amazónicos.",1,"3.408,00","3.408,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.408,00",
3,2,2,1,3221,BID_PV,EQUIPAMIENTO,INSUMOS Y EQUIPAMIENTO,221,"Adecuar las plantas procesadoras, complementando los equipos para la transformación de otros frutos amazónicos.",1,"170.323,00","170.323,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170.323,00",
3,2,2,2,3222,BID_PV,TALLERES_BID_PV,TALLERES,212 - 223, Fortalecimiento de capacidades en buenas prácticas de transformación de PFNM y Brindar asistencia técnica para la estandarización de los procesos de transformación primaria.,1,"71.200,00","71.200,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.200,00",
3,2,2,2,3222,BID_PV,VIAJES_BID_PV,VIÁTICOS CAMPO,212 - 223, Fortalecimiento de capacidades en buenas prácticas de transformación de PFNM y Brindar asistencia técnica para la estandarización de los procesos de transformación primaria.,1,"32.426,00","32.426,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.426,00",
3,2,2,2,3222,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,212 - 223, Fortalecimiento de capacidades en buenas prácticas de transformación de PFNM y Brindar asistencia técnica para la estandarización de los procesos de transformación primaria.,1,"12.557,00","12.557,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.557,00",
3,2,2,2,3222,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,212 - 223, Fortalecimiento de capacidades en buenas prácticas de transformación de PFNM y Brindar asistencia técnica para la estandarización de los procesos de transformación primaria.,1,"110.041,00","110.041,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110.041,00",
3,2,2,2,3222,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,MATERIAL DE DIFUSIÓN,212 - 223, Fortalecimiento de capacidades en buenas prácticas de transformación de PFNM y Brindar asistencia técnica para la estandarización de los procesos de transformación primaria.,1,"11.858,00","11.858,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.858,00",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,CAPACITADORES,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"31.191,34","31.191,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.191,34",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,LABORATORIO,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"31.191,34","31.191,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.191,34",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,PASAJES TERRESTRES NACIONALES,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"25.391,59","25.391,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.391,59",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALIMENTACIÓN/ VIVERES,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"29.630,13","29.630,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.630,13",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,ALQUILER SALON,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"25.391,59","25.391,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.391,59",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,EQUIPOS DE PRODUCCIÓN,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"31.191,34","31.191,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.191,34",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,HERRAMIENTAS VARIAS,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"29.616,34","29.616,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.616,34",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,MATERIAL DE CONSTRUCCIÓN,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"31.191,34","31.191,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.191,34",
3,2,3,2,3232,RAINFOREST,GESTIÓN_DE_ÁREAS_PROTEGIDAS_RF,CERTIFICACIÓN ORGANICA,A3.4 / 4 / 4.5,Actividades para la conformación de emprendimientos de PFNM y otros,1,"31.203,44","31.203,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.203,44",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,COMBUSTIBLE,A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"3.876,06","3.876,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.876,06",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,VIÁTICOS,A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"1.531,11","1.531,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.531,11",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,PASAJES TERRESTRES NACIONALES,A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"2.342,10","2.342,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.342,10",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,PASAJES AÉREOS NACIONALES,A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"2.729,99","2.729,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.729,99",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,HOSPEDAJE NACIONAL,A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"2.399,24","2.399,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.399,24",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,ALQUILER VEHÍCULOS,A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"4.583,99","4.583,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.583,99",
3,2,3,2,3232,RAINFOREST,VIAJES_RF,"PAGO PONTÓN, PEAJES, ETC",A3.4 / 7 / 7.7,Actividades para la conformación de emprendimientos de PFNM y otros,1,"4.292,78","4.292,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.292,78",
3,,,,3,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,3,1,1,3311,BID_PV,TALLERES_BID_PV,TALLERES,213, Fortalecimiento de capacidades en gestión de negocios de PFNM.,1,"20.669,00","20.669,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.669,00",
3,3,1,1,3311,BID_PV,VIAJES_BID_PV,VIÁTICOS,213, Fortalecimiento de capacidades en gestión de negocios de PFNM.,1,"10.413,00","10.413,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.413,00",
3,3,1,1,3311,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,213, Fortalecimiento de capacidades en gestión de negocios de PFNM.,1,"9.782,00","9.782,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.782,00",
3,3,1,1,3311,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,213,Fortalecimiento de capacidades en gestión de negocios de PFNM,1,"20.318,00","20.318,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.318,00",
3,3,1,1,3311,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,213,Fortalecimiento de capacidades en gestión de negocios de PFNM,1,"24.073,00","24.073,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.073,00",
3,3,1,1,3311,SUECIA_PV,COMUNICACIÓN_Y_DIFUSIÓN,IMPRESIONES,214,Fortalecimiento de capacidades en gestión de negocios de PFNM,1,"25.333,00","25.333,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.333,00",
3,3,2,1,3321,BID_PV,TALLERES_BID_PV,TALLERES,231,Fortalecer las capaciadades de las asociaciones para vincularse a los mercados y promover su vinculación a organizaciones que ofrecen financiamiento (créditos u otros mecanismos).,1,"19.526,00","19.526,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.526,00",
3,3,2,1,3321,BID_PV,VIAJES_BID_PV,VIÁTICOS,231,Fortalecer las capaciadades de las asociaciones para vincularse a los mercados y promover su vinculación a organizaciones que ofrecen financiamiento (créditos u otros mecanismos).,1,"8.275,00","8.275,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.275,00",
3,3,2,1,3321,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,231,Fortalecer las capaciadades de las asociaciones para vincularse a los mercados y promover su vinculación a organizaciones que ofrecen financiamiento (créditos u otros mecanismos).,1,"4.122,00","4.122,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.122,00",
3,3,2,1,3321,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,231,Fortalecer las capaciadades de las asociaciones para vincularse a los mercados y promover su vinculación a organizaciones que ofrecen financiamiento (créditos u otros mecanismos).,1,"41.257,00","41.257,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.257,00",
3,3,2,1,3321,BID_PV,VIAJES_BID_PV,HOSPEDAJE NACIONAL,231,Fortalecer las capaciadades de las asociaciones para vincularse a los mercados y promover su vinculación a organizaciones que ofrecen financiamiento (créditos u otros mecanismos).,1,"14.410,00","14.410,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.410,00",
3,3,3,1,3331,BID_PV,VIAJES_BID_PV,VIÁTICOS,232,Promover el posicionamiento de los recursos del bosque de Pando con eventos comerciales en localidades priorizadas,1,"10.235,00","10.235,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.235,00",
3,3,3,1,3331,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,232,Promover el posicionamiento de los recursos del bosque de Pando con eventos comerciales en localidades priorizadas,1,"3.985,00","3.985,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.985,00",
3,3,3,1,3331,BID_PV,VIAJES_BID_PV,PASAJES AÉREOS NACIONALES,232,Promover el posicionamiento de los recursos del bosque de Pando con eventos comerciales en localidades priorizadas,1,"21.475,00","21.475,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.475,00",
3,3,3,1,3331,BID_PV,VIAJES_BID_PV,HOSPEDAJE NACIONAL,232,Promover el posicionamiento de los recursos del bosque de Pando con eventos comerciales en localidades priorizadas,1,"2.071,00","2.071,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.071,00",
3,3,3,1,3331,BID_PV,TALLERES_BID_PV,REUNIONES Y TALLERES EMPREND. PRODUC.,232,Promover el posicionamiento de los recursos del bosque de Pando con eventos comerciales en localidades priorizadas,1,"50.535,00","50.535,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.535,00",
3,4,2,1,3421,AKAM_CCAM,LOCAL_PARTNER_ACTIVITIES,CAPACITADORES,1.4.3,Organizaciòn y equipamiento para reforestaciones en las comunidades (CIPLA y comunidades campesinas),1,"47.212,45","47.212,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.212,45",
3,4,2,1,3421,AKAM_CCAM,LOCAL_PARTNER_INVESTMENTS,EQUIPOS RIEGO,2.2,Implementaciòn y equipamiento de viveros comunales,1,"1.247,66","1.247,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.247,66",
3,,,,3,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
3,5,2,2,3522,BID_PV,CONSULTORIAS,CONSULTORES,222,Optimizar los procesos de transformación: uso adecuado agua y promoviendo uso de energía renovable.,1,"242.645,00","242.645,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242.645,00",
3,5,2,2,3522,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,222,Optimizar los procesos de transformación: uso adecuado agua y promoviendo uso de energía renovable.,1,"3.753,00","3.753,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.753,00",
4,1,2,1,4121,IIED,TALLERES_IIED,TALLERES,D1,Talleres y capacitaciones (8),1,"89.700,00","89.700,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,1,4121,IIED,VIAJES_Y_CAMPO,GASTOS DE VIAJE CAMPO,C2,Viajes nacionales (8),1,"40.700,00","40.700,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,1,4121,IIED,TALLERES_IIED,TALLERES,C1,Viaje internacional (1),1,"107.349,60","107.349,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,3,1,4131,IIED,CONSULTORIAS_IIED,CONSULTORES,B5,,1,"35.229,09","35.229,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,3,4,4234,IIED,TALLERES_IIED,TALLERES,D1,Ejecución de Planes de Acción (),1,"87.951,63","87.951,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,3,4,4234,IIED,VIAJES_Y_CAMPO,GASTOS DE VIAJE CAMPO,C2,Viaje nacional para el monitoreo,1,"6.000,00","6.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,3,4,4234,IIED,TALLERES_IIED,TALLERES,D1,Monitoreo de los planes de acción y otros,1,"1.000,00","1.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,4,AFD,VIAJES_AFD,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,4,1,4141,BID_PV,CONSULTORIAS,CONSULTORES,133,"Consultoria en desarrollo de una estrategia de posicionamiento de la economia basada en bosque del departamento de Pando, que incluya organización de eventos de posicionamiento a nivel naciona",1,"761.511,00","761.511,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,4,1,4141,BID_PV,TALLERES_BID_PV,TALLERES,133,"Consultoria en desarrollo de una estrategia de posicionamiento de la economia basada en bosque del departamento de Pando, que incluya organización de eventos de posicionamiento a nivel naciona",1,"10.607,00","10.607,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,2,1,4221,BID_PV,CONSULTORIAS,CONSULTORES,132,"Elaborar estrategia de sostenibilidad financiera para cuatro PFNM priorizados, identificando diversos mecanismos.",1,"227.479,00","227.479,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,BID_PV,TALLERES_BID_PV,TALLERES,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"89.852,00","89.852,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,BID_PV,VIAJES_BID_PV,VIÁTICOS TERCEROS,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"69.369,00","69.369,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,BID_PV,VIAJES_BID_PV,HOSPEDAJE TERCEROS,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"74.450,00","74.450,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,BID_PV,VIAJES_BID_PV,COMBUSTIBLE,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"3.671,00","3.671,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,BID_PV,VIAJES_BID_PV,PASAJES TERRESTRES NACIONALES,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"60.529,00","60.529,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,TALLERES_SUECIA_PV,TALLERES,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"38.779,00","38.779,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,VIAJES_SUECIA_PV,VIÁTICOS,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"2.726,00","2.726,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,VIAJES_SUECIA_PV,HOSPEDAJE NACIONAL,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"2.984,00","2.984,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,VIAJES_SUECIA_PV,COMBUSTIBLE,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"2.360,00","2.360,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES TERRESTRES NACIONALES,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"2.265,00","2.265,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,VIAJES_SUECIA_PV,PASAJES AÉREOS NACIONALES,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"1.487,00","1.487,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,2,1,4321,SUECIA_PV,CONSULTORIAS_Y_O_SERVICIOS,CONSULTORES,121,"Realizar reuniones de las mesas de trabajo y la asamblea general de la PICFA, para la toma decisiones a escala departamental sobre el manejo de PFNM",1,"49.679,00","49.679,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
5,,,,5,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00",
TOTAL,,,,,,,,,,,,"11.867.203,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.101.525,46",
,,,,,,,,,,,,"11.867.203,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,